logFC	logCPM	LR	PValue	FDR
ODAM	5.36941892338333	1.52994007736364	224.691672198258	8.57152491986468e-51	2.41729561751055e-49
WDR77	0.827077751776983	5.4385899053688	224.667102786918	8.67794335395429e-51	2.43837539715672e-49
PGR	-4.85182157591968	7.7022962230243	224.360955416565	1.01202068421358e-50	2.8332899082765e-49
TCOF1	0.843578792108951	6.06622910645049	223.392241170142	1.64616892885771e-50	4.59197629828822e-49
ACADSB	-2.00207312081298	7.10714921452806	222.913879846863	2.09319962115007e-50	5.80210297129153e-49
GLIPR2	1.54312204553439	5.57491836639124	222.912113509253	2.09505731396161e-50	5.80210297129153e-49
TRIP13	1.73773796306496	4.51084450461809	222.617603539769	2.42902786746718e-50	6.70289804717916e-49
TPRG1	-4.54261332833901	6.17027757877132	222.314557155791	2.82833848592114e-50	7.7769207153953e-49
HSPA14	0.970664916047364	5.30201348635265	222.137840994625	3.09083603625317e-50	8.46845076267371e-49
RALGPS2	-2.06942054014519	6.08559044827961	221.941124300366	3.41179667636943e-50	9.31468886927952e-49
NCAN	6.84781091201137	4.32756667399815	221.382805815647	4.51608991662036e-50	1.22859986812933e-48
CBX2	2.36651719338791	4.61743023086108	221.279472779704	4.75665384293102e-50	1.28948865974387e-48
CSTB	1.35408109231294	7.5721066156749	221.188904399347	4.97801648760223e-50	1.34476312063332e-48
PLOD3	1.1424291934602	6.40016186557088	220.924515998023	5.68492784581987e-50	1.52623741531982e-48
CDC42EP1	1.33704188535644	6.47331438255792	220.922935611632	5.68944198203389e-50	1.52623741531982e-48
ARHGAP11A	1.4735136456843	4.70195276605875	220.674529376661	6.44543948837198e-50	1.72303606322833e-48
RHEB	0.824343136820577	6.76360070965594	220.322825395981	7.69072655552119e-50	2.04882019899507e-48
AQP5	4.11922536039834	4.57165408308797	220.232237341759	8.04872008670447e-50	2.13679641198406e-48
SIDT1	-2.42323301955603	5.28779369807466	219.745716870343	1.02765979987493e-49	2.71888412344917e-48
ZFYVE16	-0.840525155348413	6.14737880437882	219.433302874626	1.20225168070448e-49	3.16990948278897e-48
COTL1	1.48268843534813	7.2314728806029	219.073812808394	1.440159287402e-49	3.78422742447373e-48
TUBA3D	-4.91742157292672	2.53775615647238	218.709626838365	1.7292212491331e-49	4.5283246248557e-48
FAM198B	-2.14672183329342	8.16550232543241	218.647514292774	1.78401810512373e-49	4.65598487842291e-48
TMEM123	1.24085819134571	8.75752151100337	218.555470949359	1.86842998616795e-49	4.85981164307671e-48
MYO10	1.40049317914613	6.67007269426391	218.410352781965	2.00970252523411e-49	5.20966321271966e-48
FBP1	-2.26882830081055	6.27466012458394	218.207423186843	2.22534536545306e-49	5.74930670088024e-48
SBSN	4.76352342197489	2.2187153306819	218.129852020376	2.31375996472468e-49	5.95773845097503e-48
CEBPB	1.43797290202665	6.09793260235713	216.522642711993	5.18693507626093e-49	1.33114043840443e-47
DONSON	0.825669666720836	5.22798294117804	216.300923188895	5.79798460319461e-49	1.48301273953473e-47
SKP1	-0.813381795335051	8.48807018068392	216.194854852086	6.11526175116718e-49	1.5589867623257e-47
CRLF1	3.02301492355048	3.54390433807033	215.936643151778	6.96213058745954e-49	1.76902453441752e-47
DNALI1	-2.91490158822142	5.37626189428972	215.641524106335	8.07459479047567e-49	2.04494425302211e-47
LYN	1.41243543898726	5.52106397494988	215.35871806481	9.30708480456078e-49	2.34935232492831e-47
LDHB	1.97228435114998	8.25349993026186	213.934275609169	1.90351077162299e-48	4.78925798389718e-47
WWP1	-1.80580593377067	7.83262872742891	213.194937882134	2.75959498400415e-48	6.92056084099281e-47
AKR7A3	-4.08816905230063	5.27883072412546	213.181530544518	2.77824309963253e-48	6.94470572210092e-47
SERBP1	0.717382530662103	8.74444069526288	213.004507534914	3.03661014619205e-48	7.56597460049598e-47
KIAA1467	-2.60061718953326	6.73476877328526	212.65504735729	3.61931703682606e-48	8.98874898920125e-47
C1orf186	2.76945299597335	2.54963034450562	211.792724951	5.58151069516119e-48	1.38173796919762e-46
AFF3	-2.8510980622837	7.10216098503339	211.281437295605	7.21599899133855e-48	1.78064026392037e-46
MEX3A	2.09261486483012	6.11413212180079	211.173350927395	7.618635710686e-48	1.87398965931539e-46
GLS	1.22951155844184	6.54171728375159	211.038090295631	8.15429698440204e-48	1.99936090709909e-46
ATAD3A	1.12703683766844	4.96455680329771	210.959867436572	8.48109951807216e-48	2.07288841871865e-46
CMBL	-1.86636898904205	6.33387769346355	210.558796745471	1.03741601659824e-47	2.52755250373097e-46
DNER	4.03066089998758	1.9463386472035	210.460097299898	1.09014966985278e-47	2.64765372498313e-46
GP2	-4.51553795145602	5.24864326351044	209.98909042682	1.38116627596742e-47	3.34389910650099e-46
BCL2A1	2.76830384436709	3.27341763821557	209.977683031125	1.38910392010691e-47	3.35257400655269e-46
TMEM158	2.35278884506963	3.78666685431626	209.850838646962	1.48050077342055e-47	3.56199232955149e-46
RFC2	0.873393021807676	5.44097897292157	209.496085225651	1.76931981037905e-47	4.24361159504932e-46
DNAJC12	-3.63625228513882	5.72284426463228	209.291863879345	1.96047924540669e-47	4.68749369887768e-46
P4HTM	-1.59709878397758	5.3046349395955	209.112322871524	2.14552560928319e-47	5.1140562433038e-46
TLE3	-1.04688758124418	7.05451451865952	208.953545097581	2.32367431683304e-47	5.52159523620295e-46
SPOPL	-1.2097328260747	6.50261482495266	208.682850311022	2.66216360683314e-47	6.30646080277179e-46
PTTG1	1.894071214527	4.56493651826592	208.535899932246	2.86613170670243e-47	6.7688184079454e-46
C6orf167	1.09772395266719	4.42935651878644	207.997731032416	3.75589885528576e-47	8.84301690729206e-46
MCM4	1.42898600330256	7.05653914787573	207.882858693567	3.9790274149305e-47	9.32431415306967e-46
KIAA0232	-1.06126054135702	6.45072255301307	207.880101618236	3.98454261119616e-47	9.32431415306967e-46
GALNT10	-1.49885739056628	6.74919774326422	207.395782907894	5.08216407131873e-47	1.18568427833585e-45
RHBDF2	1.07296844336511	5.10635536915672	207.236952341125	5.50431266820768e-47	1.28029314901906e-45
AR	-3.26001472733347	5.21635666464321	206.832521834486	6.74441440123519e-47	1.56401344804547e-45
CBS	2.42047755973398	4.65893594554335	206.731605387292	7.09517234406388e-47	1.64041236867711e-45
TRIM47	1.33254976153819	5.72590887656408	206.669985796062	7.31825596439061e-47	1.68692373263004e-45
LMX1B	-1.93516590237538	6.2066638856286	206.632299730894	7.45813510391016e-47	1.71403528850759e-45
DLGAP5	1.91811964733163	4.29853338347877	206.371624636982	8.50171699475335e-47	1.94771717037065e-45
MAP2	2.11343167894631	4.80358520277572	206.366056862327	8.52553171080541e-47	1.94771717037065e-45
DPH2	0.91027251200706	4.96361131619449	206.308228732439	8.77685603247761e-47	1.99920161520844e-45
PLK1	1.97815910790895	4.93541993868267	206.233092182633	9.11450355407604e-47	2.06998710509827e-45
KIF1A	4.1697870257867	4.52808324554225	205.868998171711	1.09439750093391e-46	2.47816657637947e-45
BIRC5	2.04513887156198	5.1637402802426	205.7680932721	1.15130863488548e-46	2.59939154838221e-45
PRC1	1.60561231902894	5.91217107302079	205.47003585394	1.33729089098773e-46	3.01046858763583e-45
MASTL	1.07491885668815	4.5945045911042	205.460613493745	1.34363648876181e-46	3.01593508075136e-45
CHI3L1	2.75185945940225	7.26927147346353	205.33555386118	1.43076760908659e-46	3.20217436696443e-45
ATP11A	1.36605344855229	5.49003287811007	205.229497729849	1.50907218576281e-46	3.36763674150372e-45
GBP1	1.90210327641844	6.7285493749138	204.665404517203	2.00351812785115e-46	4.45811736020982e-45
CDK6	1.71714984875939	5.65308757567186	204.575456154163	2.09613794187828e-46	4.65076830389651e-45
DCTN4	-0.743227113937797	6.89424828267613	204.267926444601	2.44637280580188e-46	5.412248342491e-45
MIA	3.17795575808098	4.49552468284735	204.097641512134	2.66488767857121e-46	5.87878803361597e-45
FNIP1	-0.972910548004198	5.76283470616002	204.06317739684	2.71143386695963e-46	5.96437981192062e-45
RAP2B	0.877437610602286	5.80498737175481	204.054256896981	2.72361351177297e-46	5.97410268579491e-45
MRPL37	0.902203862560601	6.52563425860021	203.227208780098	4.12676885358449e-46	9.02613448970084e-45
S100A1	2.72768795686231	6.73091423824182	202.642219344866	5.53680110792609e-46	1.20758730113096e-44
DSC2	2.12831576544992	7.23584261428899	202.600665129938	5.65361734062563e-46	1.22958191823381e-44
GALNT13	3.00323162110336	2.3908272874573	202.516420428821	5.898062312082e-46	1.27913188002026e-44
CHI3L2	2.55668321933943	5.90127506643838	202.283824622609	6.62924439446215e-46	1.43366720766753e-44
TSPAN1	-3.72551562452377	6.57016276391192	201.826711283701	8.34087168909019e-46	1.79877790292172e-44
NDFIP1	-0.709074074861855	7.57418154405122	201.728778379489	8.76156471496851e-46	1.88422588660733e-44
FUT8	-1.49482157485645	6.3421776105386	201.380859980749	1.04352389170646e-45	2.2379082011833e-44
WARS	1.31878998233196	7.47584303008292	201.219177875835	1.13183713523566e-45	2.42055947338314e-44
GLT25D1	0.940624255154755	7.24384601779317	200.997250746488	1.26535417799963e-45	2.69860438127955e-44
SPIB	3.76776823216333	3.24469743768228	200.990662679779	1.26954977343393e-45	2.70007284686956e-44
FAM98A	0.712592983632083	5.94717771708753	200.618850032591	1.53033315381961e-45	3.24573965599371e-44
CPEB2	-1.62991717912268	5.75957309493587	200.41963530483	1.69144760781075e-45	3.57759756388323e-44
RARA	-1.77700872389777	6.86869165149782	200.232971836265	1.8577718293746e-45	3.91862611352192e-44
HEXIM1	-0.981968099508748	6.33752645587231	199.494146684579	2.69290538793256e-45	5.66466627915103e-44
MSH6	0.871648158027073	6.76741628338772	199.274301566582	3.00743980445912e-45	6.30906786226997e-44
KIF16B	-1.34471213285172	6.04610636200186	198.550518827632	4.32660005051682e-45	9.05176461655679e-44
TCF7L1	1.68291515919228	5.62400896282399	198.079039822017	5.48325304545327e-45	1.14405325736978e-43
AGR3	-4.80664202101659	6.84398768770458	197.93622028173	5.89123353209032e-45	1.22585424225847e-43
MSN	1.0871895170585	8.94813557780285	197.733218062945	6.52391406910287e-45	1.35384405439415e-43
PDK1	1.32777651496327	4.84457963591762	197.19860359007	8.53454515058615e-45	1.7663296536119e-43
SF3A3	0.652928279063648	6.77997161014964	197.161838729977	8.69368410153669e-45	1.79444165945659e-43
PDXK	1.11282497792807	7.36500520716297	196.847285420203	1.01824320309817e-44	2.09611080766118e-43
YARS	0.810990544057755	6.79396757169805	196.565426821993	1.17317931985344e-44	2.40861535561376e-43
ENPP1	-1.82825298400178	6.58472787912736	196.380093803318	1.28769127740122e-44	2.63668487891276e-43
SSRP1	0.719850243618572	7.84762150379465	196.358320802457	1.30185776725872e-44	2.65862147218166e-43
KIF23	1.58439506979471	4.90007074611225	196.13924879903	1.45336404169196e-44	2.96017189338265e-43
CENPF	1.84006111227584	7.03150833739263	195.713360089307	1.8002063390777e-44	3.65693630727157e-43
CXCL10	2.73012081890358	6.03136708377952	195.381674550801	2.12672597198368e-44	4.30885875218484e-43
SMC4	1.14212359223986	6.78934447276928	195.281576321141	2.2364425973011e-44	4.51925762640975e-43
CRIP1	-2.75361177700315	8.07653733989596	195.179187158436	2.35452890025356e-44	4.74542356100842e-43
COL11A2	2.97900331298507	2.19949640709451	194.841471265259	2.79003975042724e-44	5.60848982729486e-43
IL6ST	-2.46286291003416	7.73314300943436	194.75145993941	2.91914344390199e-44	5.85273056630245e-43
CCT6A	1.18119521980288	8.26994289315965	194.730907756448	2.94944955973565e-44	5.89813302867656e-43
RAB5B	-0.614363318294071	8.00485330219387	194.319054354223	3.62767977395593e-44	7.23562346624008e-43
DAPK1	1.55415510070418	5.05082911854081	193.938308578671	4.39266872309e-44	8.73880012895863e-43
MALL	1.66164085832394	5.34262598137737	193.761107028436	4.80179683183714e-44	9.52810149698819e-43
TMEM144	-1.46774571887226	5.01414623999483	193.628547776827	5.13258049982999e-44	1.01582872154733e-42
GART	0.780161521495829	6.57816810661533	193.24953503271	6.20952696224259e-44	1.22582430980271e-42
ANP32B	0.816704253726739	7.67441058445498	192.806287515397	7.75893453803979e-44	1.52777588256697e-42
ELOVL5	-1.74945819838498	8.83246417922844	192.720691667504	8.09998916386478e-44	1.59086266766824e-42
UTP11L	0.716569800140279	5.48070857660032	192.607308756345	8.57495248283553e-44	1.67986155637025e-42
MFGE8	1.87937254677675	8.02567929662271	192.457842260924	9.24389124230105e-44	1.80631265671258e-42
TADA2B	-0.736331390481917	5.87195084366653	192.433759546808	9.3564525755668e-44	1.82367919947567e-42
RAB30	-2.11936286757135	4.25481056078264	191.955282802876	1.18999802010418e-43	2.31358453454094e-42
SYTL2	-2.08771853600856	6.7290613315493	191.670314482632	1.37323748802045e-43	2.66311219654141e-42
MLC1	3.64379949478677	2.0076619146854	191.383887488415	1.5858566153373e-43	3.06771610087484e-42
SPTLC2	-1.03403269436957	7.04946580901314	191.297358156506	1.65634470246862e-43	3.19603956498896e-42
CTAG1B	6.79282074009759	1.5990910168807	191.174553145775	1.76179557553946e-43	3.39101603401958e-42
COL22A1	2.85864977522002	3.54349038084914	190.903558641459	2.0188595668791e-43	3.87610967715764e-42
LRBA	-1.24491353136129	7.67111792692508	190.690906303809	2.24658330065344e-43	4.30259821684846e-42
JOSD1	0.664434450303429	6.47846967604306	190.432094875931	2.55867199491851e-43	4.88814285083811e-42
TMEM26	-3.00851500269829	4.44703476072043	189.837403992708	3.45002558900672e-43	6.57468985390166e-42
KIAA1609	1.14561718672506	5.10908418156421	189.828461368572	3.4655670576682e-43	6.58800019184876e-42
RDH10	2.12270764181508	6.23085483021608	189.809209369762	3.49926330623921e-43	6.63567196914673e-42
C12orf11	0.981293235789326	5.34498367288102	189.799386778882	3.51658155181113e-43	6.65212810009678e-42
SLC5A6	1.39234927560765	7.18735913756907	189.671664765133	3.74972871908158e-43	7.07577485495321e-42
STARD10	-2.16201399725344	7.61432503094673	189.664025158769	3.76415436369898e-43	7.08562944892871e-42
NOSTRIN	-2.1849806332224	5.10677790154533	189.65352357619	3.78407481970579e-43	7.10575415534509e-42
ASPM	2.0031835828525	5.17779201498854	189.394938806043	4.30927202933104e-43	8.07228354107535e-42
FOXP4	1.15469236669842	7.04180085006935	189.217685286753	4.71080634727702e-43	8.80303351157421e-42
KLK6	3.76881024304615	4.73083550275387	189.152114079441	4.86864765610541e-43	9.07596084851223e-42
TCTN1	-0.917874785314364	5.55269350805499	189.010124787922	5.22880340309849e-43	9.72380613537567e-42
PPP1CB	0.695217275388492	8.69395909413478	188.993612107292	5.2723808293876e-43	9.78121927842293e-42
PATL1	0.724752733173218	6.18167010200606	188.193280026684	7.88331098665225e-43	1.45898104053451e-41
MTSS1L	1.18999003105355	6.02411150913322	187.961369729246	8.85793157797771e-43	1.6354248253921e-41
TCEAL1	-1.88478203426856	5.26543776468755	187.754001288486	9.83102995813813e-43	1.81074401071066e-41
KIAA0040	-1.54528848056077	7.29937815272421	187.435281610592	1.15391339529605e-42	2.12028143923253e-41
RAP2A	1.02016468931214	5.97188984351416	187.323330962585	1.2207068334256e-42	2.23767188346278e-41
ZBTB42	-1.37734473306663	5.08436281920666	187.206638179935	1.29444856140961e-42	2.36721127655406e-41
CACNA2D2	-2.51230104185321	4.29940557093964	187.16499754661	1.32182739585797e-42	2.41155192433897e-41
S100A8	3.8592997024207	5.95154318573861	186.935954700955	1.48311182326795e-42	2.69940376532859e-41
FMO3	2.66939812975651	3.37510896043812	186.89005101828	1.51773003290254e-42	2.75589705738599e-41
EPB41L5	-1.10787443685812	5.32275149273207	186.686280951854	1.68142327151977e-42	3.04594770998369e-41
B3GNT7	1.65240584726151	4.13438714531149	186.360855912922	1.98023667497742e-42	3.57883618794629e-41
FOXP1	-1.0319986447364	6.84704229380607	186.334782738974	2.00636009872202e-42	3.61755653397209e-41
KCNE4	-3.33103370212412	6.29857595626694	185.687918949813	2.77728725495427e-42	4.99587256446096e-41
PFDN2	1.23983037307954	5.78537201161511	185.486200018212	3.07366870618955e-42	5.51612479462782e-41
ITM2C	1.41151362021018	6.23029558530855	185.204860940118	3.5405864839549e-42	6.33929659069042e-41
DNAH5	-2.67009793101648	4.51916057375975	184.653917388904	4.67036897272949e-42	8.34273102576434e-41
SNRPA1	1.12147361149554	5.34330145508658	184.533492441454	4.96182342206392e-42	8.84284225149772e-41
MTMR2	0.885493138331789	5.66043752045316	184.035367887613	6.37365317185723e-42	1.13327380531475e-40
SLC6A15	4.16042744438189	2.02894631647867	183.892606576202	6.8478680035533e-42	1.21375595510557e-40
MAD2L1	1.48833805004539	4.53992614443243	183.889716582912	6.85782361957298e-42	1.21375595510557e-40
TP53INP1	-1.52569839692921	6.93407415485458	183.867665798277	6.93426353070723e-42	1.22447006703933e-40
CROT	-1.56298139158272	5.0498012077592	183.710193224182	7.50549189519905e-42	1.32230622657065e-40
AMD1	1.17105220413261	6.79423798815123	183.454596725397	8.53454466052844e-42	1.50017030459837e-40
C16orf45	-2.31312413818382	5.09486781003473	183.318903245424	9.13702446384233e-42	1.60241347032169e-40
GGH	1.7677087790558	5.22704003591752	182.92259013326	1.11513652955186e-41	1.95123548659539e-40
MORC2	0.679884611191721	6.18355900793702	182.840168192792	1.16231157431752e-41	2.02916934482325e-40
C10orf26	-0.832846019458014	6.81378080291566	182.259378954412	1.55640578554846e-41	2.71103351650171e-40
TAP2	1.43951930981722	6.46548221486546	182.22455938434	1.5838894112514e-41	2.75067056906294e-40
MYST4	-1.48753640634927	6.59587115034914	182.221525502559	1.58630696540323e-41	2.75067056906294e-40
TBC1D1	0.949285077710125	6.32644936802737	182.031483681434	1.74533360349857e-41	3.01962323895179e-40
IDO1	3.09785284885797	4.81922120652935	182.001480032985	1.77185864369796e-41	3.05864118785439e-40
GPN1	0.678079693314246	5.77241518166148	181.602452406179	2.16545079881855e-41	3.72971044745056e-40
BOP1	1.36595243840108	5.13720017270318	181.596802960883	2.17160966025481e-41	3.73196936926379e-40
FGD3	-2.58163185459912	6.08672710633938	181.43549969181	2.35504506246854e-41	4.03819419508804e-40
CENPE	1.68059364437224	4.46970408243385	181.286177534214	2.53863920869233e-41	4.34332961504938e-40
RBM47	-1.1664582236616	7.22406683348638	181.236635464187	2.60266109363703e-41	4.44299063412671e-40
TNFRSF21	1.50549221758874	6.15101209117478	181.172044626092	2.68856111703561e-41	4.57947611505689e-40
UBE2S	1.57510681214724	5.55591242361133	181.103219268302	2.78321509239957e-41	4.730236864544e-40
REPS2	-2.17391629045869	6.41536775566777	180.624244507998	3.54098177669427e-41	6.0048499336496e-40
